Customer_ID,Age,Gender,Tenure,Balance,CreditScore,EstimatedSalary,NumOfProducts,IsActiveMember,Churn
11280,66,,8,16548,872,147836,2,,0
11281,23,,4,184282,484,113992,4,,1
11282,46,,8,2535,754,73576,1,,0
11283,28,,9,192016,332,46118,1,,0
11284,33,,10,130174,835,107521,3,,0
11285,47,,10,165269,428,106949,1,,0
11286,42,,5,167963,735,100901,3,,1
11287,57,,7,56320,449,102277,4,,0
11288,28,,3,150157,628,34680,2,,1
11289,24,,8,40361,707,35296,1,,0
11290,43,,10,72085,601,94019,4,,0
11291,39,,7,97772,713,146887,1,,0
11292,42,,1,18373,523,80907,3,,1
11293,36,,3,20027,655,118015,2,,0
11294,48,,6,173197,833,130225,2,,1
11295,43,,1,21476,653,132413,4,,1
11296,59,,6,192092,635,66445,4,,1
11297,58,,5,13766,393,108212,4,,1
11298,53,,10,29184,505,39460,1,,0
11299,40,,5,73811,780,126495,2,,0
11300,64,,7,177952,367,27530,4,,0
11301,30,,8,56523,456,77142,3,,0
11302,42,,2,134892,824,73531,4,,0
11303,19,,0,148931,446,56627,1,,1
11304,19,,2,169953,791,57357,3,,0
11305,33,,9,48996,302,31341,4,,1
11306,26,,8,186187,713,28823,2,,0
11307,45,,9,55322,308,59134,1,,0
11308,30,,1,190905,738,119815,1,,0
11309,52,,6,136296,547,32703,2,,0
11310,58,,9,193868,581,17006,4,,0
11311,30,,3,183077,423,26856,2,,0
11312,48,,10,106663,830,110274,2,,0
11313,38,,2,149438,478,103538,3,,1
11314,49,,3,30087,448,38619,4,,0
11315,51,,9,182518,759,82217,3,,1
11316,25,,10,146394,875,134599,1,,0
11317,58,,4,130208,368,137796,2,,0
11318,65,,7,106031,828,43612,1,,1
11319,19,,0,23830,333,120334,3,,1
11320,55,,7,177502,540,76945,3,,1
11321,49,,5,7804,760,110732,2,,0
11322,57,,1,83041,335,22944,1,,1
11323,45,,6,117195,862,81878,3,,1
11324,54,,4,116390,397,10296,1,,0
11325,58,,3,141377,731,131495,1,,0
11326,18,,5,122958,652,141537,4,,0
11327,58,,3,185699,642,19561,4,,0
11328,27,,0,79647,427,142830,3,,1
11329,21,,9,127700,838,61042,4,,1
11330,52,,2,97557,854,77025,4,,1
11331,27,,8,161506,425,108023,2,,0
11332,64,,6,101792,322,28030,4,,0
11333,28,,1,127098,543,51244,2,,0
11334,31,,7,17172,889,53450,3,,0
11335,55,,5,142656,435,139967,4,,0
11336,29,,10,129944,639,89326,2,,1
11337,62,,8,137071,816,57185,4,,1
11338,34,,7,13229,596,70721,3,,0
11339,33,,6,15557,674,51358,1,,0
11340,52,,8,118596,726,118033,3,,0
11341,19,,1,117213,687,99070,4,,0
11342,28,,9,103922,341,25546,2,,0
11343,58,,10,66695,411,128222,4,,1
11344,20,,6,151984,861,106051,3,,1
11345,46,,6,80411,317,92637,2,,0
11346,35,,6,63473,828,36120,1,,0
11347,37,,7,33835,311,14864,2,,0
11348,64,,5,168009,687,143433,2,,1
11349,31,,6,199707,571,105279,1,,1
11350,51,,7,57011,515,24534,1,,0
11351,66,,8,82188,743,147208,2,,0
11352,48,,8,184086,567,24555,1,,0
11353,57,,1,120451,639,30478,1,,1
11354,59,,4,115579,791,149223,3,,0
11355,35,,8,16475,585,12486,1,,0
11356,47,,0,16449,625,84562,1,,0
11357,42,,3,197488,374,126273,1,,1
11358,36,,2,134930,634,17140,4,,1
11359,25,,6,64133,447,35722,3,,1
11360,45,,10,36056,837,55007,3,,0
11361,25,,5,180251,655,72689,4,,0
11362,48,,7,151206,339,82626,3,,1
11363,20,,9,54104,845,115071,1,,0
11364,20,,1,81557,466,92248,4,,1
11365,61,,10,33547,616,96243,2,,0
11366,39,,0,169249,349,18975,3,,1
11367,34,,7,151162,425,84306,2,,1
11368,53,,8,111846,781,24148,2,,0
11369,34,,9,6831,609,109317,4,,0
11370,31,,9,170446,860,114784,1,,1
11371,68,,5,179323,560,20711,3,,0
11372,26,,7,91563,805,112691,4,,0
11373,47,,7,13704,452,44460,1,,0
11374,38,,4,179273,849,10937,1,,1
11375,29,,10,827,631,30206,3,,0
11376,54,,3,134518,372,72173,1,,1
11377,49,,2,190705,697,45694,1,,0
11378,28,,4,73001,505,104848,2,,0
11379,37,,3,112185,527,45625,3,,0
11380,52,,8,13974,502,64884,3,,0
11381,70,,9,161290,402,117509,1,,1
11382,64,,1,177118,341,23941,3,,1
11383,63,,4,132884,547,127115,3,,0
11384,28,,0,46488,888,140978,4,,0
11385,69,,0,127351,407,108093,2,,1
11386,25,,7,106783,873,29136,2,,0
11387,21,,1,52762,785,13372,1,,1
11388,44,,10,39319,706,104301,1,,0
11389,61,,4,86832,789,92637,2,,0
11390,57,,0,37733,596,110872,3,,1
11391,55,,3,32195,345,59682,1,,0
11392,64,,4,97229,849,36616,2,,0
11393,47,,9,125020,674,60409,2,,1
11394,61,,4,45648,779,121030,3,,0
11395,65,,1,193289,600,133789,3,,1
11396,65,,5,8420,362,59066,4,,0
11397,44,,2,133162,344,37564,2,,1
11398,38,,0,81035,581,138852,3,,1
11399,69,,0,102329,604,92333,2,,0
11400,37,,8,13840,333,120213,1,,0
11401,21,,6,59449,462,69135,4,,0
11402,28,,7,100927,456,36038,3,,0
11403,30,,7,170006,597,49305,1,,0
11404,26,,8,121373,376,93576,3,,0
11405,21,,2,104578,829,19756,3,,1
11406,29,,4,85217,665,122612,4,,0
11407,26,,10,86352,408,94490,2,,0
11408,30,,9,169535,898,131796,3,,1
11409,65,,2,157004,599,76657,3,,1
11410,43,,0,90613,719,131198,1,,0
11411,55,,10,176235,314,123400,3,,0
11412,59,,4,64833,457,84454,2,,0
11413,30,,7,84884,502,16357,3,,0
11414,56,,10,116105,378,91270,4,,1
11415,45,,6,178694,411,107372,2,,1
11416,36,,2,192280,551,72459,4,,1
11417,41,,5,82266,725,105685,2,,0
11418,36,,7,90913,360,50031,1,,1
11419,66,,2,132229,681,63808,3,,0
11420,30,,2,95345,545,136615,4,,0
11421,30,,7,69932,300,122034,2,,1
11422,45,,3,108476,872,47526,1,,1
11423,70,,7,193059,325,140221,4,,1
11424,19,,4,5717,812,56449,1,,0
11425,27,,8,169553,327,83835,1,,1
11426,39,,1,127992,453,57257,3,,1
11427,30,,6,99255,391,68945,3,,1
11428,26,,2,168734,435,149667,1,,1
11429,50,,10,121826,711,13471,1,,0
11430,31,,7,39797,828,51106,2,,0
11431,65,,3,172421,552,97587,4,,1
11432,37,,1,25343,788,117726,1,,0
11433,32,,7,55529,701,25853,2,,0
11434,49,,10,13791,366,74218,4,,1
11435,50,,0,45829,391,60899,1,,1
11436,34,,9,159676,583,70661,2,,1
11437,41,,2,152534,359,46342,1,,1
11438,47,,6,85060,498,68661,1,,0
11439,30,,2,139384,510,85083,3,,0
11440,64,,8,3566,395,91170,1,,1
11441,65,,6,98799,539,43140,2,,0
11442,33,,7,113540,508,113040,4,,0
11443,19,,4,190849,898,22643,1,,0
11444,34,,3,193588,486,141662,2,,1
11445,49,,9,98407,559,147250,3,,0
11446,60,,7,124131,595,132967,1,,1
11447,25,,0,104898,736,70149,3,,1
11448,69,,4,90104,305,28031,2,,0
11449,20,,8,77535,377,15149,1,,1
11450,29,,6,82491,615,23479,3,,0
11451,37,,9,78541,345,24616,1,,0
11452,33,,8,24974,710,147998,2,,0
11453,31,,6,140652,390,44567,2,,0
11454,33,,2,2978,799,20969,4,,1
11455,70,,2,80517,417,115627,1,,1
11456,66,,5,133937,839,103107,3,,0
11457,60,,6,62783,542,144582,3,,0
11458,66,,7,42917,508,37518,2,,0
11459,68,,1,56943,437,91978,3,,1
11460,50,,1,29495,415,29514,4,,1
11461,47,,8,37537,467,142643,2,,1
11462,29,,1,131862,571,52712,4,,0
11463,32,,7,50690,681,60331,3,,0
11464,35,,4,110084,323,100076,4,,0
11465,45,,9,83920,410,125252,1,,1
11466,40,,9,153376,653,142115,3,,0
11467,31,,0,11615,426,13877,4,,1
11468,47,,2,297,635,122235,1,,0
11469,50,,6,9199,522,91690,2,,0
11470,62,,2,43416,604,21060,1,,0
11471,32,,0,81955,320,147965,4,,1
11472,24,,1,150534,558,26729,4,,1
11473,32,,7,140276,411,129530,2,,0
11474,69,,9,180565,474,61749,2,,0
11475,59,,0,176278,454,109842,2,,1
11476,63,,9,177497,593,47768,3,,1
11477,55,,1,177869,750,32175,2,,1
11478,63,,1,7724,525,44739,1,,1
11479,61,,0,165331,839,143256,3,,0
11480,28,,2,60280,707,21261,2,,1
11481,46,,1,31109,501,44699,4,,1
11482,48,,7,62336,452,88396,3,,1
11483,42,,3,107385,646,104222,4,,0
11484,69,,6,92056,312,146734,1,,0
11485,41,,7,44923,492,60763,1,,0
11486,36,,3,53229,768,129554,2,,0
11487,19,,4,181913,641,116607,4,,0
11488,39,,10,164311,791,88290,2,,1
11489,37,,4,49070,529,74351,4,,0
11490,50,,8,39161,356,82732,4,,0
11491,25,,6,25042,715,58790,4,,0
11492,42,,6,13965,447,47661,2,,0
11493,63,,6,28329,546,74205,3,,0
11494,26,,1,13734,662,80613,4,,1
11495,51,,1,150636,761,65765,3,,0
11496,40,,4,5996,428,38771,4,,0
11497,22,,6,92859,534,82984,1,,0
11498,42,,2,62597,303,96872,4,,1
11499,25,,2,157488,544,53901,1,,0
11500,33,,2,198423,808,105094,2,,0
11501,65,,4,92310,713,28839,4,,0
11502,62,,8,12196,439,115295,3,,0
11503,69,,9,176110,592,10541,1,,0
11504,32,,4,119883,537,129343,2,,1
11505,18,,6,7852,343,114557,4,,1
11506,39,,10,53255,768,124482,1,,0
11507,20,,4,77307,884,98747,1,,0
11508,55,,3,40798,849,68895,3,,0
11509,31,,2,51393,827,18406,3,,1
11510,53,,0,57470,482,66720,3,,1
11511,35,,9,32600,627,79531,1,,0
11512,64,,0,156194,798,56273,1,,1
11513,58,,2,58210,548,78751,2,,0
11514,35,,8,185226,720,22046,4,,1
11515,20,,4,198803,666,66922,1,,1
11516,27,,0,161513,397,141915,2,,1
11517,66,,3,131542,461,11389,3,,1
11518,56,,10,39984,514,16291,4,,0
11519,64,,6,5505,773,74660,4,,0
11520,18,,7,71898,629,72641,2,,0
11521,44,,8,130403,326,51700,2,,0
11522,44,,7,174104,630,14292,2,,1
11523,28,,6,143784,450,73729,4,,0
11524,66,,3,171615,586,134501,2,,1
11525,22,,9,63579,664,131374,3,,0
11526,24,,5,177240,577,85104,2,,0
11527,36,,3,153442,798,113556,4,,1
11528,46,,10,112406,590,24895,1,,1
11529,32,,2,181762,688,27312,2,,0
11530,52,,10,128951,586,47961,2,,1
11531,64,,1,60501,582,136594,2,,0
11532,54,,4,166768,750,29834,3,,1
11533,29,,9,101295,666,28616,4,,1
11534,47,,8,62553,661,41656,4,,0
11535,37,,0,54376,315,80337,3,,1
11536,54,,2,75662,608,13433,4,,0
11537,20,,9,57445,709,25091,1,,0
11538,26,,9,4571,737,126104,3,,0
11539,58,,2,171206,328,30991,4,,1
11540,56,,6,166928,370,32846,4,,1
11541,43,,8,44835,309,107690,4,,0
11542,19,,10,130421,396,135707,4,,0
11543,40,,10,101925,479,132244,3,,1
11544,40,,4,21001,737,29125,4,,0
11545,38,,10,60333,367,145788,4,,1
11546,33,,2,65297,404,121162,1,,1
11547,26,,1,108632,376,34389,3,,1
11548,30,,4,26094,886,61197,3,,0
11549,45,,3,37573,403,124459,1,,0
11550,44,,2,10765,820,87645,3,,1
11551,68,,5,14921,469,111119,2,,0
11552,69,,3,14207,465,115945,4,,0
11553,34,,10,4365,717,115305,2,,0
11554,55,,5,96867,553,41364,1,,0
11555,53,,1,137356,733,145738,2,,0
11556,18,,5,5168,846,68775,2,,0
11557,35,,10,28069,571,62810,2,,0
11558,68,,2,132094,879,73795,3,,0
11559,26,,2,75240,716,120025,4,,1
11560,30,,3,182823,761,89724,4,,0
11561,57,,3,137380,365,27506,3,,1
11562,62,,2,30162,714,16332,1,,0
11563,32,,9,192720,546,94337,1,,0
11564,60,,0,165909,571,36598,1,,0
11565,61,,0,43134,340,41625,4,,1
11566,63,,7,61811,331,45601,4,,1
11567,21,,1,39312,431,82661,2,,1
11568,50,,4,449,833,70790,1,,0
11569,41,,6,40440,563,38408,1,,0
11570,53,,10,91546,888,95778,1,,0
11571,68,,2,38722,404,134512,1,,1
11572,58,,10,174392,717,146379,3,,0
11573,27,,7,69508,320,89428,4,,1
11574,53,,1,8153,565,41967,4,,1
11575,37,,6,180158,526,147240,2,,0
11576,58,,3,8054,410,103906,2,,1
11577,62,,3,152234,676,67760,2,,0
11578,61,,3,65346,684,110046,3,,0
11579,28,,8,5160,553,110150,4,,0
11580,29,,3,14183,491,50246,1,,0
11581,35,,3,185511,890,58336,2,,1
11582,47,,5,147845,335,12313,4,,0
11583,61,,10,75139,428,39993,1,,0
11584,65,,3,148385,763,107887,3,,0
11585,54,,4,43058,885,131369,3,,0
11586,37,,3,27876,494,83570,3,,1
11587,42,,1,183126,690,128697,4,,0
11588,29,,10,43534,334,104328,4,,0
11589,38,,4,146422,390,58457,4,,1
11590,42,,9,185245,614,68174,3,,1
11591,28,,1,3421,763,142342,4,,1
11592,26,,4,33445,551,116398,1,,0
11593,67,,4,52820,501,127080,4,,0
11594,42,,9,15055,826,92351,4,,0
11595,52,,4,97139,465,133729,3,,0
11596,69,,9,183357,731,47612,1,,1
11597,49,,8,187332,850,141602,2,,1
11598,66,,10,185520,572,106190,4,,1
11599,31,,0,56385,455,25603,1,,1
11600,18,,9,100984,380,123514,3,,0
11601,34,,4,41990,677,28119,1,,0
11602,42,,7,112993,638,117635,4,,0
11603,25,,2,3409,391,148916,2,,1
11604,22,,4,3466,803,134167,1,,0
11605,22,,4,186422,589,67426,2,,0
11606,58,,9,167388,657,47753,2,,1
11607,52,,1,5670,312,101418,2,,1
11608,36,,7,184786,404,81458,4,,1
11609,40,,2,82364,572,112198,2,,0
11610,26,,1,84078,758,100671,1,,0
11611,47,,10,5675,350,20397,3,,1
11612,67,,6,189670,511,90228,3,,1
11613,33,,3,11203,623,76524,2,,0
11614,50,,5,8447,310,112144,1,,1
11615,19,,7,152563,486,80001,1,,1
11616,31,,7,17478,642,78407,1,,0
11617,63,,8,176790,747,86105,2,,0
11618,18,,3,42971,339,91758,1,,1
11619,43,,2,178258,307,79376,1,,1
11620,42,,9,195540,674,26594,3,,0
11621,33,,3,124612,543,137873,4,,1
11622,32,,2,30961,587,110112,1,,0
11623,43,,0,89122,515,25204,1,,1
11624,64,,2,110720,359,109479,4,,1
11625,61,,2,94413,800,17838,2,,1
11626,33,,9,12246,306,78412,4,,1
11627,31,,10,116008,729,110555,4,,0
11628,46,,10,69722,579,66863,2,,0
11629,41,,5,32676,695,70128,3,,0
11630,64,,3,160634,736,132518,2,,1
11631,32,,2,12120,342,125060,2,,1
11632,36,,7,6014,539,138171,3,,0
11633,25,,8,52451,354,25179,1,,1
11634,51,,3,152724,514,49963,1,,1
11635,19,,4,15606,717,140649,4,,0
11636,44,,4,134535,488,130592,2,,0
11637,27,,5,133366,650,14674,2,,1
11638,52,,8,114743,495,120918,2,,0
11639,40,,7,128753,812,148778,2,,0
11640,66,,4,19875,659,92918,1,,0
11641,25,,10,45395,482,29622,2,,1
11642,45,,9,78812,605,18853,4,,0
11643,40,,6,23988,324,31078,4,,0
11644,21,,1,160510,798,62586,1,,0
11645,31,,5,187818,801,127403,2,,1
11646,70,,0,64227,618,33533,1,,1
11647,59,,9,195261,582,92090,2,,1
11648,46,,0,47273,878,15654,2,,1
11649,18,,0,125241,676,119092,1,,1
11650,21,,1,118134,880,11576,3,,1
11651,49,,4,18134,466,62082,4,,1
11652,50,,1,132852,305,39372,4,,1
11653,66,,5,196711,441,127543,3,,0
11654,43,,0,22868,555,77536,3,,1
11655,34,,8,170453,882,111934,3,,1
11656,56,,7,21366,305,55241,1,,0
11657,40,,8,101517,596,98622,3,,1
11658,49,,10,62361,693,49583,4,,0
11659,69,,10,26606,688,76283,2,,0
11660,32,,7,40603,842,43366,2,,0
11661,30,,5,137704,664,105255,4,,0
11662,19,,9,186445,853,46365,3,,1
11663,36,,2,37979,386,93419,3,,1
11664,41,,6,110902,598,121021,3,,1
11665,62,,6,11196,659,61074,2,,0
11666,41,,6,34277,521,85318,2,,0
11667,28,,6,24493,668,143231,2,,0
11668,39,,2,168806,491,19215,2,,1
11669,32,,7,135025,786,131486,1,,1
11670,27,,9,102246,737,81557,4,,1
11671,58,,10,137724,468,49583,2,,1
11672,44,,5,168314,554,22924,1,,0
11673,26,,0,7921,488,33662,1,,1
11674,69,,0,114141,784,109695,3,,0
11675,45,,0,55874,821,85993,3,,1
11676,18,,8,126507,768,10550,2,,1
11677,34,,8,121952,707,80808,4,,0
11678,48,,7,142925,332,75706,1,,1
11679,61,,7,193247,524,104015,4,,1
11680,27,,4,141742,449,146424,1,,0
11681,54,,4,193955,703,62293,3,,1
11682,46,,4,66531,639,74536,4,,0
11683,35,,5,16657,597,25386,2,,0
11684,64,,3,154228,706,80952,3,,1
11685,55,,4,101981,359,38012,4,,1
11686,56,,7,19999,473,103627,1,,0
11687,66,,2,13832,458,127354,4,,1
11688,23,,1,134749,813,89796,4,,0
11689,57,,7,175844,669,64181,2,,0
11690,29,,8,154994,599,109214,4,,1
11691,70,,5,38796,316,130439,1,,0
11692,31,,5,11802,486,93482,1,,0
11693,61,,2,4901,755,48033,2,,0
11694,27,,4,95062,300,42731,4,,0
11695,37,,9,72018,434,17586,3,,1
11696,32,,4,57363,540,51985,2,,0
11697,48,,6,142643,514,141725,1,,0
11698,24,,5,106405,359,33880,1,,1
11699,58,,5,66977,596,83077,4,,0
11700,27,,3,12067,380,83438,3,,0
11701,27,,5,148197,342,149144,1,,1
11702,65,,2,185690,488,127778,1,,1
11703,56,,8,7965,309,73940,4,,1
11704,45,,6,127708,840,94484,3,,0
11705,47,,10,191671,358,147440,2,,0
11706,54,,4,168295,620,34053,2,,0
11707,20,,3,142224,719,82754,4,,0
11708,67,,6,185864,742,29873,1,,1
11709,60,,5,35553,838,37703,3,,0
11710,32,,3,37397,492,61660,2,,0
11711,38,,2,194310,385,11029,2,,1
11712,69,,8,22908,408,60575,4,,0
11713,54,,1,138296,526,128868,1,,1
11714,29,,4,940,465,49175,2,,1
11715,21,,7,132352,547,111055,4,,1
11716,64,,0,179395,495,136562,3,,1
11717,26,,3,1098,557,63260,1,,0
11718,56,,2,137244,736,108422,3,,0
11719,59,,7,32010,894,64997,3,,0
11720,45,,0,103090,885,94081,2,,0
11721,40,,4,190070,558,140268,4,,0
11722,62,,5,113268,345,99683,2,,1
11723,57,,10,137023,753,77390,3,,1
11724,61,,7,95742,732,71286,4,,0
11725,39,,1,114976,756,22248,3,,1
11726,41,,0,88496,434,71881,1,,1
11727,68,,9,98031,748,20836,2,,0
11728,43,,6,114838,721,116806,4,,0
11729,47,,6,171793,481,57781,3,,0
11730,50,,8,141382,787,142235,4,,1
11731,33,,8,93445,660,68029,3,,0
11732,39,,3,110182,587,116074,1,,1
11733,66,,7,51738,397,12845,4,,0
11734,67,,5,131188,711,78811,1,,1
11735,60,,10,107696,718,11486,3,,0
11736,35,,9,172485,790,78507,1,,0
11737,24,,3,85038,412,79513,1,,1
11738,67,,7,167294,758,75705,1,,1
11739,43,,8,120946,383,130051,3,,0
11740,25,,8,189480,651,78784,4,,0
11741,23,,7,126357,840,16688,1,,0
11742,47,,3,62739,368,66689,3,,0
11743,56,,5,151167,691,60184,4,,1
11744,40,,8,82999,407,16393,3,,0
11745,49,,3,42751,363,75721,3,,0
11746,39,,8,86402,893,31604,3,,0
11747,59,,4,45085,732,95261,3,,0
11748,60,,8,54984,524,130963,4,,0
11749,62,,0,121616,337,14395,1,,1
11750,26,,4,159188,682,12945,3,,1
11751,48,,0,154707,863,76141,1,,1
11752,24,,0,62972,854,128957,4,,0
11753,26,,4,40940,840,31419,1,,0
11754,30,,10,118349,708,88707,1,,0
11755,20,,9,145396,506,136346,4,,0
11756,52,,0,188124,489,119419,4,,1
11757,50,,8,191859,455,122602,3,,0
11758,38,,9,78877,799,132815,3,,0
11759,48,,8,181434,376,49542,4,,1
11760,69,,0,153943,312,19490,1,,1
11761,51,,6,26975,336,76477,3,,1
11762,49,,9,102331,588,84451,3,,0
11763,52,,5,191472,638,148828,4,,0
11764,32,,1,62302,413,86451,2,,1
11765,49,,5,126937,567,81044,2,,1
11766,23,,0,106682,356,41458,4,,1
11767,62,,7,189720,789,52741,3,,1
11768,38,,4,118149,305,80794,1,,1
11769,50,,6,42746,322,92774,4,,0
11770,49,,9,112750,851,62572,2,,1
11771,69,,9,179073,829,74335,2,,1
11772,36,,1,125378,554,45992,1,,0
11773,50,,6,64752,827,121630,2,,0
11774,45,,8,71352,859,30806,3,,0
11775,48,,5,28179,672,66838,2,,0
11776,38,,3,198,449,54380,1,,0
11777,51,,1,43832,519,145942,4,,1
11778,32,,9,75380,851,18217,1,,0
11779,31,,8,197596,403,108644,2,,1
11780,36,,0,197672,735,121624,1,,0
11781,60,,5,123820,443,43084,2,,0
11782,32,,10,60461,697,21198,3,,0
11783,23,,4,85092,676,106962,1,,0
11784,69,,10,128426,466,48580,4,,1
11785,26,,3,122307,744,88015,1,,0
11786,54,,7,106077,815,139805,2,,1
11787,37,,8,68541,704,97883,3,,0
11788,51,,8,151270,690,41023,2,,1
11789,55,,3,134275,314,144599,4,,0
11790,43,,3,3503,604,146640,1,,0
11791,35,,5,22038,533,136475,2,,0
11792,45,,0,8032,631,122195,1,,0
11793,68,,9,126927,792,13336,1,,0
11794,26,,1,15228,800,128675,1,,0
11795,49,,10,155608,830,97859,3,,0
11796,70,,7,26214,635,66937,4,,0
11797,23,,4,53900,647,69792,4,,0
11798,31,,9,120559,725,24434,3,,1
11799,45,,8,124330,785,71391,1,,1
11800,41,,4,77133,439,73171,1,,0
11801,30,,10,108326,887,76683,2,,1
11802,60,,10,94157,492,99736,4,,0
11803,29,,7,120689,493,132079,4,,1
11804,68,,5,153870,523,72741,2,,0
11805,36,,0,5450,714,27715,4,,0
11806,38,,7,148284,673,33155,1,,0
11807,44,,6,56316,461,134650,2,,0
11808,36,,0,32985,366,142519,4,,1
11809,41,,8,126684,847,148492,1,,0
11810,43,,1,165701,782,15207,2,,1
11811,62,,4,74605,848,51166,2,,0
11812,45,,0,83584,899,16393,2,,0
11813,63,,7,70239,352,19843,1,,0
11814,35,,2,85558,674,33556,1,,1
11815,61,,2,102459,383,25356,4,,1
11816,53,,9,153172,332,145561,2,,1
11817,59,,1,619,651,98212,2,,1
11818,46,,5,33384,635,107058,3,,0
11819,34,,5,170265,451,121383,1,,1
11820,21,,4,50209,388,14110,3,,1
11821,61,,0,179003,736,104680,2,,0
11822,62,,0,191687,491,51058,3,,1
11823,46,,4,120242,367,67290,3,,0
11824,21,,10,9528,679,135655,2,,0
11825,27,,2,48199,661,89380,4,,0
11826,42,,7,112759,813,117562,4,,0
11827,48,,10,97887,839,64629,2,,0
11828,20,,8,3097,500,30908,4,,0
11829,64,,6,106145,448,133046,1,,0
11830,19,,7,108784,301,108026,2,,1
11831,42,,3,111530,456,33351,4,,1
11832,66,,6,108255,421,136520,4,,0
11833,23,,1,36700,587,82657,2,,1
11834,43,,1,129737,621,93295,4,,1
11835,25,,0,8612,510,144541,3,,0
11836,52,,6,16941,865,112323,2,,0
11837,44,,8,87066,379,107439,1,,1
11838,42,,0,31646,496,85758,2,,1
11839,35,,4,156312,863,126234,4,,0
11840,18,,4,147605,339,135234,3,,0
11841,65,,4,29758,339,18781,1,,0
11842,56,,2,117166,879,93000,2,,1
11843,20,,1,106616,741,129984,1,,1
11844,21,,3,127345,576,143135,1,,1
11845,58,,10,29772,526,136514,4,,0
11846,54,,9,53101,382,19285,1,,0
11847,68,,1,79602,700,72568,1,,1
11848,32,,10,20702,647,66178,2,,0
11849,25,,6,110950,586,52552,2,,0
11850,55,,2,91270,405,124643,3,,1
11851,67,,1,173448,597,71879,4,,0
11852,36,,2,35731,870,144935,4,,0
11853,64,,0,129005,625,101590,3,,1
11854,43,,9,192231,674,20271,3,,1
11855,56,,6,58095,825,70271,3,,0
11856,27,,10,25038,662,82734,2,,0
11857,55,,4,89339,620,131774,1,,0
11858,31,,6,163629,742,29989,2,,1
11859,66,,2,177871,381,27852,2,,1
11860,58,,10,92579,809,121181,1,,0
11861,36,,1,12943,525,47662,3,,0
11862,47,,0,113923,528,89918,3,,1
11863,22,,5,35625,745,12008,4,,0
11864,48,,10,43453,412,63528,2,,1
11865,24,,0,96042,477,80529,3,,1
11866,36,,5,49587,889,58234,1,,0
11867,48,,2,38826,525,103086,4,,1
11868,69,,2,180417,754,119448,1,,1
11869,56,,5,104517,524,58060,3,,0
11870,41,,8,49143,511,149857,2,,0
11871,51,,9,53620,618,47107,2,,0
11872,40,,4,89930,899,87970,1,,0
11873,65,,8,46213,639,120865,2,,0
11874,62,,4,119461,869,135068,2,,0
11875,57,,2,183936,643,46842,3,,0
11876,23,,5,72619,395,62328,3,,1
11877,55,,6,165845,834,111352,4,,0
11878,58,,7,182935,898,99557,2,,1
11879,53,,7,80497,645,86807,1,,0
11880,44,,5,35517,866,38800,1,,0
11881,28,,4,43676,879,71361,3,,0
11882,22,,10,174158,754,66418,3,,1
11883,34,,9,143916,813,140542,4,,0
11884,69,,3,172716,559,36353,1,,1
11885,24,,10,119856,880,82026,3,,0
11886,44,,10,178414,558,148546,3,,1
11887,64,,3,153254,665,64031,2,,0
11888,32,,9,27586,731,89404,1,,0
11889,63,,7,169607,629,114555,2,,1
11890,30,,6,44278,583,50532,3,,0
11891,28,,3,83933,859,90643,1,,0
11892,62,,5,107612,676,19925,4,,1
11893,43,,6,186911,806,75346,4,,1
11894,39,,5,155010,840,36707,4,,1
11895,45,,9,141256,632,75454,2,,0
11896,41,,7,70022,404,51478,1,,1
11897,46,,9,125545,316,53366,3,,1
11898,26,,2,82392,845,144021,1,,0
11899,59,,9,61784,799,122926,1,,0
11900,21,,10,125471,559,74024,4,,0
11901,66,,8,48859,664,111617,4,,0
11902,63,,1,39371,403,99505,3,,1
11903,35,,4,135413,557,44535,3,,0
11904,60,,6,100011,512,138146,3,,1
11905,33,,8,56680,898,77582,2,,0
11906,50,,3,1414,302,103092,1,,0
11907,46,,3,93571,523,45189,1,,0
11908,56,,1,87298,729,19499,4,,0
11909,27,,10,173277,480,129422,1,,0
11910,26,,5,89736,448,143803,1,,0
11911,48,,0,84008,573,38272,1,,1
11912,45,,5,28228,580,30811,2,,0
11913,20,,3,191429,795,147005,4,,1
11914,31,,10,163243,739,147416,2,,1
11915,42,,5,189193,301,132456,3,,0
11916,32,,6,171706,460,118889,4,,0
11917,19,,6,51517,626,59381,2,,0
11918,41,,8,9472,484,98971,2,,1
11919,31,,0,163582,831,81349,1,,0
11920,65,,2,19328,821,15423,4,,1
11921,24,,3,52891,382,105871,4,,1
11922,53,,10,64258,742,114993,2,,0
11923,67,,6,88298,756,135627,4,,0
11924,41,,3,116267,352,49620,2,,1
11925,44,,10,8064,516,36562,1,,0
11926,54,,7,35223,398,105290,1,,1
11927,55,,1,176527,621,44960,4,,0
11928,47,,7,18571,814,36128,4,,0
11929,44,,6,22231,567,112197,4,,0
11930,56,,1,96848,681,86018,1,,0
11931,32,,6,148514,749,60204,1,,0
11932,43,,8,152318,899,39324,3,,0
11933,18,,9,133963,644,144364,1,,1
11934,21,,10,91213,616,50784,2,,0
11935,46,,2,191802,385,22012,4,,1
11936,18,,1,32257,412,31487,4,,1
11937,60,,6,52265,568,76997,4,,0
11938,67,,8,83674,573,110642,2,,0
11939,63,,8,151156,541,47588,1,,0
11940,39,,5,12387,687,134841,4,,0
11941,28,,9,167815,409,24370,2,,0
11942,27,,4,64705,546,114122,4,,0
11943,34,,4,167963,822,10727,2,,0
